Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Unique_Project_ID,Project_ID,Project_Name,Start_Date,Completion_Date,Project_LifeCycle_Cost,Schedule_Variance_days,Schedule_Variancne_perc,Schedule_Color,Cost_Variance_mil,Cost_Variance,Cost_Color
393-000000042,1102,393,National Archives and Records Administration,Description and Authority Services (DAS),9,4131,Transition to Operations Documentation,02/07/2012,26/06/2013,0.510943,-65,-18.11,Yellow,-0.000196,-0.04,Green
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",3823,1596,Migrate to Cloud,01/04/2011,30/09/2012,1.027,0,0,Green,0.056,5.46,Green
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",3824,1597,Government-Wide Initiatives,01/01/2011,30/09/2012,1.14,0,0,Green,0.067,5.88,Green
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",3825,1598,Data Center Transition,01/10/2011,30/09/2012,2.222,0,0,Green,0.021,0.95,Green
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",3826,1599,Technology Upgrades (Infrastructure),01/10/2011,30/09/2012,2.788,0,0,Green,0.017,0.61,Green
422-000000032,450,422,National Science Foundation,"IT Infrastructure, Office Automation and Telecommunications",3827,1600,Future NSF,01/07/2012,30/09/2012,0.265,0,0,Green,0.003,1.13,Green
422-000001327,451,422,National Science Foundation,iTRAK,3741,1118,iTRAK Planning - Core Financials,01/10/2011,30/09/2012,1.385,0,0,Green,0.007,0.51,Green
422-000001327,451,422,National Science Foundation,iTRAK,79409,4881,iTRAK Implementation - Core Financial,01/10/2012,31/12/2014,19.9,0,0,Green,1.565,7.86,Green
422-000000001,453,422,National Science Foundation,Financial and Accounting System (FAS).,3822,1595,Preparation for iTRAK Migration (FAS),01/10/2011,30/09/2012,3.126,0,0,Green,0.069,2.21,Green
422-000000001,453,422,National Science Foundation,Financial and Accounting System (FAS).,79511,5035,iTRAK Integration (FAS),01/10/2013,30/09/2014,2.292,0,0,Green,0,0,Green
422-999991361,454,422,National Science Foundation,Research.gov,3833,1605,Services for Institutions (R.Gov),01/04/2011,30/09/2012,6.004,0,0,Green,0.279,4.65,Green
422-999991361,454,422,National Science Foundation,Research.gov,3834,1606,Services for Staff (R.Gov),01/12/2010,30/09/2012,8.64,0,0,Green,0.047,0.54,Green
422-999991361,454,422,National Science Foundation,Research.gov,3835,1607,Services for the Public,01/12/2010,30/09/2012,2.352,0,0,Green,0.007,0.3,Green
422-999991361,454,422,National Science Foundation,Research.gov,3923,1608,Preparation for iTRAK Migration (R.Gov),01/10/2011,31/01/2013,2.368,0,0,Green,0.158,6.67,Green
422-999991361,454,422,National Science Foundation,Research.gov,79539,5133,New Services (R.Gov),01/10/2012,30/09/2014,4.808,0,0,Green,0.66,13.73,Yellow
422-999991361,454,422,National Science Foundation,Research.gov,79548,5135,Application Upgrades/Enhancements (R.Gov),01/10/2012,30/09/2013,0.767,0,0,Green,0.176,22.95,Yellow
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,3829,1601,Preparation for iTRAK Migration (LMA),01/10/2011,31/01/2013,3.947,0,0,Green,0.173,4.38,Green
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,3830,1602,Services for Institutions (LMA),01/04/2011,30/09/2012,8.761,0,0,Green,0.093,1.06,Green
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,3831,1603,Technology Upgrades (LMA),01/10/2010,30/09/2012,3.208,0,0,Green,0.105,3.27,Green
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,3832,1604,Services for Staff (LMA),01/04/2011,30/09/2012,13.172,0,0,Green,0.772,5.86,Green
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,79532,5247,iTRAK Integration (LMA),01/10/2012,30/09/2013,0.892,0,0,Green,0.024,2.69,Green
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,161131,7635,Transaction Services,01/07/2013,30/09/2014,2.315,0,0,Green,0,0,Green
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,161137,7637,Reference Data,01/08/2013,30/09/2014,1.601,0,0,Green,0,0,Green
422-000001328,852,422,National Science Foundation,Legacy Mission Applications,161145,7639,Institution,01/10/2013,30/09/2014,1.975,0,0,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),1,1041,Emergency Telecommunication System (ETS),01/10/2011,30/09/2012,0.32,0,0,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),2,1042,Secure Video Telecommunications System (SVTC),01/10/2011,30/09/2012,0.6,0,0,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),3,1043,Emergency Response Data System (ERDS),01/10/2011,30/09/2012,0.84,0,0,Green,0.005,0.6,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),4,1044,Operations Center Information Management System (OCIMS),01/10/2011,30/09/2012,0.952,0,0,Green,0.001,0.11,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),10,5951,FY2014 - Secure Video Telecommunications System (SVTC),01/10/2013,30/09/2014,0.6,0,0,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),11,5953,FY2014 - Emergency Response Data System (ERDS),01/10/2013,30/09/2014,1.2,-2,-0.55,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),12,5955,FY2014 - Operations Center Information Management System (OCIMS),01/10/2013,30/09/2014,1.52,-2,-0.55,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),5,5957,FY2013 - Emergency Telecommunication System (ETS),01/10/2012,30/09/2013,0.285,0,0,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),6,5959,FY2013 - Secure Video Telecommunications System (SVTC),01/10/2012,30/09/2013,0.6,0,0,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),7,5961,FY2013 - Emergency Response Data System (ERDS),01/10/2012,30/09/2013,1.2,-2,-0.56,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),8,5963,FY2013 - Operations Center Information Management System (OCIMS),01/10/2012,30/09/2013,1.52,-2,-0.56,Green,0,0,Green
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),9,5965,FY2014 - Emergency Telecommunication System (ETS),01/10/2013,30/09/2014,0.285,-2,-0.55,Green,0,0,Green
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),2012A,745,Budget App Job Code Enhancement,15/11/2012,01/03/2013,0.125,-730,-688.68,Red,-0.035,-29.17,Yellow
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),2013A,746,BFS - FY13 O&amp;M,01/10/2012,30/09/2013,0.113,0,0,Green,0,0,Green
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),2013B,747,BFS Virtualization,01/08/2013,31/08/2013,0.025,-90,-300,Red,0,0,Green
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),2014A,748,BFS - FY14 O&amp;M,01/10/2013,30/09/2014,0.59765,0,0,Green,0,0,Green
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),2012B,1303,BFS - FY12 O&amp;M,01/10/2011,30/09/2012,0.577,0,0,Green,0.186,32.24,Red
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),2012C,5989,Salary Forecast Application Roll-Out,01/12/2011,28/02/2012,0.175,-366,-430.59,Red,-0.063,-36,Red
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),2013C,5991,BFS - Funds Utilization Application,01/04/2013,30/09/2013,0.30225,-123,-67.58,Red,0.005,1.65,Green
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),2014B,5993,BFS - XML Connect to OMB MAX,01/11/2013,31/12/2013,0.075,-365,-608.33,Red,0,0,Green
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),1,740,"ADAMS Operations and Maintenance, and Document Processing",01/10/2010,30/09/2011,5.358,0,0,Green,-0.242,-9.28,Green
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),2,741,ADAMS Dependent Application Migration to FileNet P8 Platform (Phase 1),01/10/2010,30/09/2011,1.1,0,0,Green,-0.018,-8.74,Green
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),3,742,ADAMS Dependent Applications Migration to FileNET P8 Platform (Phase 2),01/10/2011,30/09/2012,1.325,30,8.22,Green,0.2185,17.44,Yellow
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),5,6003,ADAMS P8 Administration Utilities Modernization Release 2.1,01/01/2013,30/04/2013,0.5358,-4,-3.36,Green,0.0852,15.9,Yellow
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),6,6005,ADAMS P8 Administration Utilities Modernization Release 2.2,01/05/2013,30/09/2013,0.4752,136,89.47,Red,0.1941,40.85,Red
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),7,6007,Migration of ADAMS Interface to NEXUS,01/01/2014,31/05/2014,0.55725,0,0,Green,0,0,Green
429-000002016,90,429,Nuclear Regulatory Commission,Time and Labor Modernization (TLM),2011A,779,PeopleSoft 9.0 Upgrade,01/10/2010,25/10/2011,0.876,-25,-8.39,Green,-1.061,-121.12,Red
429-000002016,90,429,Nuclear Regulatory Commission,Time and Labor Modernization (TLM),2012A,780,PeopleSoft 9.1 Upgrade,01/12/2011,29/06/2012,0.394,-427,-202.37,Red,0,0,Green
429-000002016,90,429,Nuclear Regulatory Commission,Time and Labor Modernization (TLM),2012B,781,TLM - FY12 O&amp;M,01/10/2011,30/09/2012,0.415,0,0,Green,-0.247,-72.86,Red
429-000002016,90,429,Nuclear Regulatory Commission,Time and Labor Modernization (TLM),2013A,782,TLM - FY13 O&amp;M,01/10/2012,30/09/2013,0.92112,0,0,Green,0,0,Green
429-000002016,90,429,Nuclear Regulatory Commission,Time and Labor Modernization (TLM),2014A,783,TLM - FY14 O&amp;M,01/10/2013,30/09/2014,0.94963,0,0,Green,0,0,Green
429-000002016,90,429,Nuclear Regulatory Commission,Time and Labor Modernization (TLM),2012C,5999,PeopleTools Upgrade,07/05/2012,03/09/2012,0.1,-361,-303.36,Red,0,0,Green
429-000001100,112,429,Nuclear Regulatory Commission,Core Financial System - Replacement (CFS),1,754,FAIMIS re-host,28/04/2011,01/04/2013,4.2,-3,-0.43,Green,-0.01,-0.24,Green
429-000001100,112,429,Nuclear Regulatory Commission,Core Financial System - Replacement (CFS),4,757,Core Financial O&amp;M,01/10/2010,30/09/2016,48.979,15,1.94,Green,-0.001,-0.42,Green
429-000001100,112,429,Nuclear Regulatory Commission,Core Financial System - Replacement (CFS),7,5983,Configuration and testing of Interface between FAIMIS and STAQs,01/12/2012,30/07/2013,0.35,-31,-12.86,Yellow,0,0,Green
429-000001100,112,429,Nuclear Regulatory Commission,Core Financial System - Replacement (CFS),8,5985,Upgrade FAIMIS (Momentum),01/10/2013,01/08/2014,1,-365,-120.07,Red,-0.25,-25,Yellow
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),1,758,CIPIMS 2.0,01/10/2011,30/09/2012,1.3,0,0,Green,0,0,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),12,760,Dynamics,13/06/2011,30/09/2012,0.28,6,1.64,Green,-0.007,-4.12,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),2,764,VOICES,01/10/2011,30/07/2012,1.55,3,0.99,Green,0,0,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),3,765,Pro-Model,01/03/2012,30/09/2012,0.05,0,0,Green,0.02,40,Red
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),4,766,Construction Inspection Sites Operations,07/10/2011,31/08/2012,0.2,0,0,Green,0,0,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),5,767,EPM SharePoint Customization,03/10/2011,31/03/2012,0.35,-3,-1.67,Green,-0.005,-3.33,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),6,768,Documentation and Requirements Update,03/10/2011,30/09/2012,0.735,3,0.83,Green,0.007,1.31,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),7,769,Enterprise Interface Gateway Interfaces Maintenance,03/04/2012,28/09/2012,0.36,7,3.93,Green,0,0,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),8,770,Technology Refresh,03/10/2011,30/09/2012,0.82,3,0.83,Green,0.05,8.06,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),9,771,Annual C &amp; A activites,03/10/2011,30/09/2012,0.5,3,0.83,Green,0.005,1,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),19,5975,FISMA and C&amp;A activites,01/10/2012,30/09/2013,0.6,0,0,Green,0.112,18.67,Yellow
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),20,5977,Technical Refresh,01/10/2012,30/09/2013,1.4,0,0,Green,0,0,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),21,5979,Pro-Model (FY13),01/10/2012,30/09/2013,0.1,0,0,Green,0,0,Green
429-000002080,128,429,Nuclear Regulatory Commission,Enterprise Project Management (EPM),22,5981,Construction Inspection Sites Operations(FY13),01/09/2012,30/09/2013,0.5,0,0,Green,0,0,Green
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),3,1190,Technical refresh FY12 workstation,03/10/2011,28/09/2012,0.933,-2,-0.55,Green,0,0,Green
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),4,1191,Technical refresh FY12 Mobile Devices,03/10/2011,28/09/2012,0.9,-2,-0.55,Green,0,0,Green
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),5,1192,Technical Refresh FY12 Infrastructure Backbone,01/10/2011,30/09/2012,28,-2,-0.55,Green,0,0,Green
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),6,1193,SLES FY12 Technical Refresh Mobile Thin Clients,01/10/2011,30/09/2012,0.111,0,0,Green,0,0,Green
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),10,6517,SLES FY13 Technical Refresh Mobile Thin Clients,01/10/2012,30/09/2013,0.111,0,0,Green,0,0,Green
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),7,6519,Technical refresh FY13 workstation,01/10/2012,30/09/2013,0.933,0,0,Green,0,0,Green
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),8,6521,Technical refresh FY13 Mobile Devices,01/10/2012,30/09/2013,0.9,-182,-100,Red,0,0,Green
429-000001012,129,429,Nuclear Regulatory Commission,Infrastructure Services and Support (ISS),9,6523,Technical Refresh FY13 Infrastructure Backbone,01/10/2012,30/09/2013,28.8,0,0,Green,0,0,Green
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),1,751,Reactor Program System (RPS) Maintenance Releases,03/10/2011,28/09/2012,1.363,0,0,Green,-0.04736,-3.47,Green
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),2,752,BASS Contingency Test,01/03/2012,29/06/2012,0.015,0,0,Green,0,0,Green
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),3,753,BASS Continuous Monitoring,03/10/2011,28/09/2012,0.244,0,0,Green,-0.00835,-3.42,Green
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),4,2914,Reactor Program System (RPS) Maintenance Release FY11,01/10/2010,30/09/2011,0.1795,0,0,Green,0.0129,7.19,Green
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),5,5943,Reactor Program System (RPS) Maintenance Releases FY13,01/10/2012,27/09/2013,1.416,-3,-0.84,Green,0.022913,1.62,Green
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),6,5945,RPS Modernization Pilot FY13,01/10/2012,30/09/2013,3.997,-126,-34.9,Red,1.502,37.58,Red
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),7,5947,FY13 BASS Contingency Test,01/03/2013,28/06/2013,0.031,0,0,Green,0,0,Green
429-000001014,1034,429,Nuclear Regulatory Commission,Business Application System Support (BASS),8,5949,FY13 BASS Continuous Monitoring,01/10/2012,30/09/2013,0.688,0,0,Green,0.0285,16.57,Yellow
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),101,775,ISMP Web-Based Licensing (WBL) - FY12,01/10/2011,30/09/2012,2.068,0,0,Green,-0.022,-1.06,Green
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),102,776,ISMP License Verification System (LVS) - FY12,01/10/2011,30/09/2012,2.296,0,0,Green,0.013,0.57,Green
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),103,777,ISMP WBL Sub-System: Storage &amp; Transportation Info. Mgmt System (STIMS) - FY12/13,01/10/2011,30/09/2013,0.65,0,0,Green,-0.015,-2.31,Green
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),201,778,ISMP Software Maintenance (FY12),01/10/2011,30/09/2012,2.552,0,0,Green,0.071,2.78,Green
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),104,5967,ISMP License Verification System (LVS) - FY13,01/10/2012,31/08/2013,1.797,0,0,Green,0.025,1.39,Green
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),105,5969,ISMP National Sealed Source and Device Registry System (NSSDRS) - FY14,01/10/2013,30/09/2014,1.364,0,0,Green,0,0,Green
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),202,5971,ISMP Software Maintenance (FY13),01/10/2012,30/09/2013,4.256,0,0,Green,0.09,2.11,Green
429-000001001,1035,429,Nuclear Regulatory Commission,Integrated Source Management Portfolio (ISMP),203,5973,ISMP Software Maintenance (FY14),01/10/2013,30/09/2014,4.49,0,0,Green,0,0,Green
429-000000003,1265,429,Nuclear Regulatory Commission,Strategic Acquisition System (STAQS),1,5995,NEAT,28/11/2011,30/11/2012,1.42,-4,-1.09,Green,0.01,0.7,Green
429-000000003,1265,429,Nuclear Regulatory Commission,Strategic Acquisition System (STAQS),2,5997,Strategic Acquisition,28/09/2011,30/09/2014,21.002,0,0,Green,0.885,4.21,Green
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),B-1-2,1138,Acquistion Services,03/10/2011,28/09/2012,0.2,0,0,Green,-0.19757,-98.79,Red
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),C-1 - C-10,1139,Operations and Maintenance,03/10/2011,28/09/2012,4.29,-336,-93.07,Red,1.353587,31.57,Red
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),C-9 - C-10,1140,Critical Agency CBIS Tasks,01/04/2011,14/10/2011,0.865,0,0,Green,-0.148162,-17.13,Yellow
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),FY11,1141,CBIS FY11 Tasks and Milestones,01/10/2009,30/12/2011,13.4,0,0,Green,3.039076,22.84,Yellow
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),FY2012-1-2,5351,FY2012-1-2 - Operations and Maintenance,01/10/2011,31/10/2012,1.756617,-303,-85.11,Red,0.078938,4.49,Green
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),FY2013-1-1,5353,FY2013-1-1 - Development and Enhancements,13/07/2012,30/09/2013,2.926295,0,0,Green,0,0,Green
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),FY2013-1-2,5355,FY2013-1-2 - Operations and Maintenance,01/10/2012,30/09/2013,7.091,0,0,Green,0,0,Green
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),FY2014-1-2,5357,FY2014-1-2 - Operations and Maintenance,01/10/2013,30/09/2014,7.756,0,0,Green,0,0,Green
027-999990032,594,27,Office of Personnel Management,Human Resources Line of Business (HR LOB),HRLOB-0001,176,Human Resources Line of Business,03/10/2005,31/03/2022,79.58982,0,0,Green,0.000213,0,Green
027-000000029,595,27,Office of Personnel Management,Health Claims Data Warehouse and Analysis (HCDW),2040,1137,HCDW,12/07/2010,30/09/2016,31.68908,0,0,Green,0.000344,0,Green
027-999991219,596,27,Office of Personnel Management,EHRI electronic Official Personnel Folder (eOPF),eOPF,268,Electronic Official Personnel Folder (eOPF),01/10/2004,31/12/2013,541.546,-334,-45.69,Red,3.094175,7.01,Green
027-000000020,597,27,Office of Personnel Management,EPIC Transformation,1,230,New Base Technology,01/10/2008,30/09/2011,72.804,0,0,Green,5.066,11.17,Yellow
027-000000020,597,27,Office of Personnel Management,EPIC Transformation,2,231,Legacy Migration,01/10/2011,31/12/2014,77.769,0,0,Green,-2.868,-3.69,Green
027-000000020,597,27,Office of Personnel Management,EPIC Transformation,3,232,Legacy Migration / Case Processing Enhancements,01/10/2011,30/12/2014,29.284,0,0,Green,1.17,7.68,Green
027-000000019,598,27,Office of Personnel Management,EPIC Operations and Maintenance (O &amp; M),1,228,2012 Maintenance Patches,01/06/2012,30/09/2012,10.282,0,0,Green,1.282,12.47,Yellow
027-000000019,598,27,Office of Personnel Management,EPIC Operations and Maintenance (O &amp; M),2,229,Maintenance Prior to 2012,01/10/2008,30/09/2011,101.548,0,0,Green,5.666,5.83,Green
027-000000019,598,27,Office of Personnel Management,EPIC Operations and Maintenance (O &amp; M),3,3375,Maintenance Patches,01/10/2012,30/09/2017,63.74,0,0,Green,0.298,0.96,Green
027-000000053,600,27,Office of Personnel Management,USAJOBS,1,227,USAJOBS 3.0,01/10/2010,30/09/2016,84,0,0,Green,0.234436,2.03,Green
027-000000018,601,27,Office of Personnel Management,Enterprise Infrastructure Operations (EIO),1,511,Distributed Transaction Processing (DTP) Second Generation,03/10/2011,31/10/2013,1.22,0,0,Green,0.006125,0.5,Green
027-000000018,601,27,Office of Personnel Management,Enterprise Infrastructure Operations (EIO),2,512,Citrix Phase II,01/10/2011,31/12/2013,0.706,0,0,Green,0.1251,17.72,Yellow
027-000000018,601,27,Office of Personnel Management,Enterprise Infrastructure Operations (EIO),3,513,EIO for 2011,01/10/2010,30/09/2011,48.3,0,0,Green,6.580825,14.62,Yellow
027-000000052,872,27,Office of Personnel Management,USA Staffing System,1,177,FY12 Q2 Core USA Staffing System Update,03/10/2011,31/03/2012,2.984,-1,-0.56,Green,0.297511,9.97,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,10,178,FY12 EOD Update 1202*,07/03/2012,30/05/2012,0.6,-4,-4.76,Green,0.465,77.5,Red
027-000000052,872,27,Office of Personnel Management,USA Staffing System,11,179,USA Staffing for FY2011,01/10/2010,30/09/2011,11.364,-14,-7.69,Green,-0.411,-3.62,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,2,180,FY12 Q4 Core USA Staffing System Update,02/04/2012,29/09/2012,3.05,-1,-0.56,Green,0.004,0.13,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,3,181,FY12 Q1 Oracle Security Patch (Database and Operating System),18/10/2011,30/11/2011,0.01,-3,-6.98,Green,0.0002,2,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,4,182,FY12 Q2 Oracle Security Patch (Database and Operating System),17/01/2012,29/02/2012,0.01,-3,-6.98,Green,0.000207,2.07,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,5,183,FY12 Q3 Oracle Security Patch (Database and Operating System),17/04/2012,31/05/2012,0.01,-2,-4.55,Green,0.000092,0.92,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,6,184,FY12 Q4 Oracle Security Patch (Database and Operating System),17/07/2012,31/08/2012,0.01,0,0,Green,0.000984,9.84,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,7,185,FY12 Continuity of Operations (COOP) Plan Test and Update,01/03/2012,31/03/2012,0.025,-28,-96.55,Red,-0.00084,-3.36,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,8,186,FY12 Contingency Plan Test and Update,01/04/2012,30/04/2012,0.015,0,0,Green,-0.001493,-9.95,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,9,187,FY12 EOD Update 1201*,04/10/2011,06/03/2012,0.651,-40,-25.97,Yellow,0.02457,3.77,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,12,5813,FY13 Q2 Core USA Staffing System Update 1301,08/10/2012,27/04/2013,0.414697,0,0,Green,-0.040108,-9.67,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,13,5815,FY13 Q4 Core USA Staffing System Update 1302,13/05/2013,09/11/2013,0.410957,0,0,Green,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,14,5817,FY13 EOD Update 1301,01/10/2012,23/02/2013,0.812677,0,0,Green,-0.0177,-2.18,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,15,5819,FY13 EOD Update 1302,11/03/2012,07/09/2013,0.967995,0,0,Green,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,16,5821,FY13 Q1 Oracle Security Patch (Database and Operating System),01/10/2012,08/12/2012,0.008604,0,0,Green,-0.000045,-0.52,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,17,5823,FY13 Q2 Oracle Security Patch (Database and Operating System),10/12/2012,09/02/2013,0.008604,0,0,Green,-0.000035,-0.41,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,18,5825,FY13 Q3 Oracle Security Patch (Database and Operating System),11/02/2013,11/05/2013,0.008604,-111,-124.72,Red,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,19,5827,FY13 Q4 Oracle Security Patch (Database and Operating System),13/05/2013,10/08/2013,0.008604,-20,-22.47,Yellow,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,20,5829,FY13 Continuity of Operations (COOP) Plan Test and Update,01/11/2012,30/04/2013,0.037409,0,0,Green,0.000485,1.3,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,21,5831,FY13 Contingency Plan Test and Update,01/11/2012,30/04/2013,0.016348,0,0,Green,-0.001569,-9.6,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,22,5833,FY13 CAU Phase 1,01/10/2012,31/03/2013,1.80767,4,2.21,Green,-0.180331,-9.98,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,23,5835,FY13 CAU Phase 2,02/04/2013,28/09/2013,1.778123,0,0,Green,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,24,5837,FY14 Q2 Core USA Staffing System Update,07/10/2013,05/04/2014,0.435,0,0,Green,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,26,5841,FY14 EOD Update 1401,01/10/2013,22/02/2014,0.853,0,0,Green,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,28,5845,FY14 Q1 Oracle Security Patch (Database and Operating System),01/10/2013,07/12/2013,0.009,0,0,Green,0,0,Green
